INCIDENT_ID,ORI,INCIDENT_DATE_STR,INCIDENT_TIME_STR,CITY,COUNTY,STATE,ZIP_CODE,MULTIPLE_LOCATIONS,ON_K12_CAMPUS,ARREST_MADE,CRIME_REPORT_FILED,CONTACT_REASON,IN_CUSTODY_REASON,NUM_INVOLVED_CIVILIANS,NUM_INVOLVED_OFFICERS,NUM_INVOLVED_AGENCIES
URSUS-36-0000-2019-dee,CA0360000,12/5/2019,10:00,SAN BERNARDINO,SAN BERNARDINO,CA,92408,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,4,2
URSUS-36-0000-2019-df6,CA0360000,12/15/2019,23:40,SAN BERNARDINO,SAN BERNARDINO,CA,92407,FALSE,FALSE,FALSE,TRUE,vehicle_bike_pedestrian,,1,2,1
URSUS-36-0000-2019-e54,CA0360000,1/26/2019,19:46,TWENTYNINE PALMS,SAN BERNARDINO,CA,92277,FALSE,FALSE,TRUE,TRUE,in_progress,,1,2,1
URSUS-36-0000-2019-e71,CA0360000,10/15/2019,02:37,ADELANTO,SAN BERNARDINO,CA,92301,FALSE,FALSE,TRUE,TRUE,call_for_service,,2,1,1
URSUS-36-0000-2019-e74,CA0360000,7/16/2019,05:29,HESPERIA,SAN BERNARDINO,CA,92345,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-36-0000-2019-eba,CA0360000,11/4/2019,00:04,YUCAIPA,SAN BERNARDINO,CA,92399,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,1,1
URSUS-36-0000-2019-ec3,CA0360000,4/7/2019,09:21,RANCHO CUCAMONGA,SAN BERNARDINO,CA,91739,FALSE,FALSE,TRUE,TRUE,in_custody_event,booked_awaiting_trial,1,3,1
URSUS-36-0000-2019-ed5,CA0360000,3/20/2019,11:39,FONTANA,SAN BERNARDINO,CA,92335,FALSE,FALSE,TRUE,TRUE,pre_planned,,1,2,1
URSUS-36-0000-2019-f1e,CA0360000,2/10/2019,15:04,YUCCA VALLEY,SAN BERNARDINO,CA,92284,FALSE,FALSE,TRUE,TRUE,welfare_check,,1,2,1
URSUS-36-0000-2019-f22,CA0360000,7/15/2019,08:12,YUCCA VALLEY,SAN BERNARDINO,CA,92284,FALSE,FALSE,TRUE,TRUE,in_progress,,1,2,1
URSUS-36-0000-2019-f62,CA0360000,5/4/2019,23:52,BARSTOW,SAN BERNARDINO,CA,92311,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,1,1
URSUS-36-0000-2019-fa0,CA0360000,3/3/2019,16:28,ADELANTO,SAN BERNARDINO,CA,92301,FALSE,FALSE,TRUE,TRUE,in_custody_event,booked_no_charge,1,2,1
URSUS-36-0000-2019-fb8,CA0360000,9/28/2019,15:45,YUCAIPA,SAN BERNARDINO,CA,92399,FALSE,FALSE,TRUE,TRUE,pre_planned,,1,2,1
URSUS-36-0200-2019-8b9,CA0360200,7/3/2019,15:32,CHINO,SAN BERNARDINO,CA,91710,FALSE,FALSE,TRUE,TRUE,pre_planned,,1,1,1
URSUS-36-0400-2019-418,CA0360400,10/5/2019,16:00,SAN BERNARDINO,SAN BERNARDINO,CA,92405,FALSE,FALSE,TRUE,TRUE,pre_planned,,1,1,1
URSUS-36-0400-2019-69a,CA0360400,7/14/2019,09:04,FONTANA,SAN BERNARDINO,CA,92335,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,1,1
URSUS-36-0400-2019-7cc,CA0360400,10/6/2019,19:50,FONTANA,SAN BERNARDINO,CA,92336,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,1
URSUS-36-0500-2019-eba,CA0360500,2/1/2019,21:32,MONTCLAIR,SAN BERNARDINO,CA,91763,FALSE,FALSE,TRUE,TRUE,in_progress,,1,2,1
URSUS-36-0700-2019-03b,CA0360700,2/1/2019,17:15,ONTARIO,SAN BERNARDINO,CA,91762,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-36-0700-2019-0d2,CA0360700,9/12/2019,16:43,ONTARIO,SAN BERNARDINO,CA,91761,FALSE,FALSE,TRUE,TRUE,call_for_service,booked_awaiting_trial,1,1,1
URSUS-36-0700-2019-1bb,CA0360700,1/22/2019,08:37,ONTARIO,SAN BERNARDINO,CA,91762,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,1,1
URSUS-36-0700-2019-41f,CA0360700,5/8/2019,15:42,ONTARIO,SAN BERNARDINO,CA,91762,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,1
URSUS-36-0700-2019-877,CA0360700,12/14/2019,02:37,ONTARIO,SAN BERNARDINO,CA,91764,FALSE,FALSE,FALSE,TRUE,call_for_service,other,1,2,1
URSUS-36-0700-2019-8eb,CA0360700,7/3/2019,17:56,ONTARIO,SAN BERNARDINO,CA,91762,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,2,1
URSUS-36-0700-2019-924,CA0360700,9/6/2019,15:45,ONTARIO,SAN BERNARDINO,CA,91762,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-36-0700-2019-c7d,CA0360700,2/11/2019,22:44,ONTARIO,SAN BERNARDINO,CA,91762,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,2,1
URSUS-36-0700-2019-ca7,CA0360700,3/26/2019,12:59,ONTARIO,SAN BERNARDINO,CA,91761,FALSE,FALSE,TRUE,TRUE,call_for_service,booked_awaiting_trial,1,3,1
URSUS-36-0700-2019-ceb,CA0360700,4/24/2019,20:31,POMONA,LOS ANGELES,CA,91766,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,1,1
URSUS-36-0700-2019-ee2,CA0360700,5/30/2019,14:20,ONTARIO,SAN BERNARDINO,CA,91762,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,2,1
URSUS-36-0700-2019-fe1,CA0360700,7/19/2019,11:29,FONTANA,SAN BERNARDINO,CA,92335,FALSE,FALSE,TRUE,TRUE,pre_planned,,1,3,1
URSUS-36-0900-2019-9d8,CA0360900,6/29/2019,19:27,SAN BERNARDINO,SAN BERNARDINO,CA,92410,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,1,1
URSUS-36-1000-2019-01d,CA0361000,3/13/2019,18:02,SAN BERNARDINO,SAN BERNARDINO,CA,92408,FALSE,FALSE,TRUE,TRUE,in_progress,,1,2,1
URSUS-36-1000-2019-0bc,CA0361000,4/11/2019,07:59,SAN BERNARDINO,SAN BERNARDINO,CA,92404,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,3,2
URSUS-36-1000-2019-0db,CA0361000,3/15/2019,19:00,SAN BERNARDINO,SAN BERNARDINO,CA,92404,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,1
URSUS-36-1000-2019-108,CA0361000,3/10/2019,23:17,SAN BERNARDINO,SAN BERNARDINO,CA,92410,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,3,1
URSUS-36-1000-2019-197,CA0361000,2/23/2019,18:05,SAN BERNARDINO,SAN BERNARDINO,CA,92401,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,1
URSUS-36-1000-2019-1a2,CA0361000,6/25/2019,13:12,SAN BERNARDINO,SAN BERNARDINO,CA,92404,FALSE,FALSE,TRUE,TRUE,consensual,,1,2,1
URSUS-36-1000-2019-260,CA0361000,2/7/2019,21:55,SAN BERNARDINO,SAN BERNARDINO,CA,92404,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,3,1
URSUS-36-1000-2019-33e,CA0361000,1/7/2019,06:11,SAN BERNARDINO,SAN BERNARDINO,CA,92407,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,3,1
URSUS-36-1000-2019-39e,CA0361000,2/7/2019,00:21,SAN BERNARDINO,SAN BERNARDINO,CA,92410,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,1,1
URSUS-36-1000-2019-647,CA0361000,7/9/2019,08:57,SAN BERNARDINO,SAN BERNARDINO,CA,92404,FALSE,FALSE,TRUE,TRUE,consensual,,1,1,1
URSUS-36-1000-2019-666,CA0361000,4/22/2019,23:37,SAN BERNARDINO,SAN BERNARDINO,CA,92404,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,3,1
URSUS-36-1000-2019-862,CA0361000,2/5/2019,22:43,SAN BERNARDINO,SAN BERNARDINO,CA,92410,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-36-1000-2019-94b,CA0361000,2/26/2019,18:55,SAN BERNARDINO,SAN BERNARDINO,CA,92405,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,1
URSUS-36-1000-2019-9ad,CA0361000,3/24/2019,19:47,SAN BERNARDINO,SAN BERNARDINO,CA,92410,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,1
URSUS-36-1000-2019-afa,CA0361000,10/1/2019,21:19,SAN BERNARDINO,SAN BERNARDINO,CA,92405,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-36-1000-2019-b35,CA0361000,12/2/2019,17:18,SAN BERNARDINO,SAN BERNARDINO,CA,92404,FALSE,FALSE,TRUE,TRUE,consensual,,1,5,1
URSUS-36-1000-2019-b89,CA0361000,2/11/2019,18:03,SAN BERNARDINO,SAN BERNARDINO,CA,92418,FALSE,FALSE,TRUE,TRUE,in_progress,,1,4,1
URSUS-36-1000-2019-bab,CA0361000,2/2/2019,19:24,HIGHLAND,SAN BERNARDINO,CA,92346,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,3,1
URSUS-36-1000-2019-c23,CA0361000,7/1/2019,14:31,SAN BERNARDINO,SAN BERNARDINO,CA,92404,FALSE,FALSE,TRUE,TRUE,consensual,,1,2,1
URSUS-36-1000-2019-c72,CA0361000,4/30/2019,02:33,SAN BERNARDINO,SAN BERNARDINO,CA,92408,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,2,1
URSUS-36-1000-2019-c82,CA0361000,1/24/2019,10:25,SAN BERNARDINO,SAN BERNARDINO,CA,92401,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-36-1000-2019-d5c,CA0361000,8/2/2019,01:38,SAN BERNARDINO,SAN BERNARDINO,CA,92405,FALSE,FALSE,TRUE,TRUE,in_progress,,1,1,1
URSUS-36-1000-2019-e85,CA0361000,7/6/2019,10:14,SAN BERNARDINO,SAN BERNARDINO,CA,92401,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-37-0000-2019-02b,CA0370000,7/24/2019,07:41,SPRING VALLEY,SAN DIEGO,CA,91977,FALSE,FALSE,TRUE,TRUE,pre_planned,,1,3,1
URSUS-37-0000-2019-046,CA0370000,8/25/2019,16:22,RAMONA,SAN DIEGO,CA,92065,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,3,1
URSUS-37-0000-2019-071,CA0370000,3/12/2019,23:27,ENCINITAS,SAN DIEGO,CA,92024,FALSE,FALSE,TRUE,TRUE,in_progress,,1,2,1
URSUS-37-0000-2019-116,CA0370000,6/24/2019,03:20,VISTA,SAN DIEGO,CA,92084,FALSE,FALSE,TRUE,TRUE,in_progress,,1,8,1
URSUS-37-0000-2019-144,CA0370000,7/9/2019,02:18,VISTA,SAN DIEGO,CA,92083,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,5,1
URSUS-37-0000-2019-14a,CA0370000,1/8/2019,19:50,VISTA,SAN DIEGO,CA,92081,FALSE,FALSE,TRUE,TRUE,in_progress,,1,1,1
URSUS-37-0000-2019-20b,CA0370000,3/17/2019,00:41,LAKESIDE,SAN DIEGO,CA,92040,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-37-0000-2019-25f,CA0370000,8/25/2019,12:10,VISTA,SAN DIEGO,CA,92083,FALSE,FALSE,TRUE,TRUE,call_for_service,,2,3,1
URSUS-37-0000-2019-2a9,CA0370000,3/16/2019,04:41,FALLBROOK,SAN DIEGO,CA,92028,FALSE,FALSE,TRUE,TRUE,in_progress,,1,4,1
URSUS-37-0000-2019-2ec,CA0370000,5/31/2019,14:36,SAN DIEGO,SAN DIEGO,CA,92154,FALSE,FALSE,TRUE,TRUE,consensual,,1,1,1
URSUS-37-0000-2019-3ae,CA0370000,8/4/2019,22:20,SAN MARCOS,SAN DIEGO,CA,92069,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,1
URSUS-37-0000-2019-437,CA0370000,1/8/2019,14:00,EL CAJON,SAN DIEGO,CA,92020,FALSE,FALSE,FALSE,FALSE,in_custody_event,other,1,2,1
URSUS-37-0000-2019-45e,CA0370000,4/24/2019,09:33,SAN DIEGO,SAN DIEGO,CA,92101,FALSE,FALSE,TRUE,TRUE,in_custody_event,other,1,6,1
URSUS-37-0000-2019-56b,CA0370000,8/14/2019,21:26,LEMON GROVE,SAN DIEGO,CA,91945,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,4,1
URSUS-37-0000-2019-583,CA0370000,2/24/2019,01:35,LA MESA,SAN DIEGO,CA,91941,FALSE,FALSE,TRUE,TRUE,in_progress,,1,2,1
URSUS-37-0000-2019-6ce,CA0370000,6/8/2019,09:30,VISTA,SAN DIEGO,CA,92081,FALSE,FALSE,FALSE,FALSE,in_custody_event,other,1,2,1
URSUS-37-0000-2019-6cf,CA0370000,2/7/2019,07:15,VISTA,SAN DIEGO,CA,92083,FALSE,FALSE,TRUE,TRUE,in_progress,,1,4,1
URSUS-37-0000-2019-6e0,CA0370000,7/14/2019,08:00,LEMON GROVE,SAN DIEGO,CA,91945,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,4,1
URSUS-37-0000-2019-73a,CA0370000,4/16/2019,22:00,ENCINITAS,SAN DIEGO,CA,92024,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,5,1
URSUS-37-0000-2019-88a,CA0370000,3/21/2019,16:44,VISTA,SAN DIEGO,CA,92084,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-37-0000-2019-8fc,CA0370000,1/8/2019,06:01,ENCINITAS,SAN DIEGO,CA,92024,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,5,1
URSUS-37-0000-2019-965,CA0370000,1/5/2019,20:39,LEMON GROVE,SAN DIEGO,CA,91945,FALSE,FALSE,FALSE,TRUE,in_progress,,1,3,1
URSUS-37-0000-2019-9a2,CA0370000,3/5/2019,22:40,VISTA,SAN DIEGO,CA,92081,FALSE,FALSE,FALSE,FALSE,in_custody_event,awaiting_booking,1,3,1
URSUS-37-0000-2019-a07,CA0370000,5/24/2019,15:40,VISTA,SAN DIEGO,CA,92081,FALSE,FALSE,FALSE,TRUE,in_custody_event,other,1,7,1
URSUS-37-0000-2019-a79,CA0370000,7/12/2019,17:13,SAN DIEGO,SAN DIEGO,CA,92179,FALSE,FALSE,TRUE,TRUE,in_custody_event,sentenced,1,2,1
URSUS-37-0000-2019-b11,CA0370000,5/5/2019,11:45,SANTEE,SAN DIEGO,CA,92071,FALSE,FALSE,FALSE,FALSE,in_custody_event,awaiting_booking,1,5,1
URSUS-37-0000-2019-b30,CA0370000,4/10/2019,11:00,SAN DIEGO,SAN DIEGO,CA,92101,FALSE,FALSE,FALSE,TRUE,in_custody_event,out_of_court,1,2,1
URSUS-37-0000-2019-b3d,CA0370000,9/26/2019,20:18,SAN DIEGO,SAN DIEGO,CA,92101,FALSE,FALSE,TRUE,TRUE,in_custody_event,booked_awaiting_trial,1,1,1
URSUS-37-0000-2019-c60,CA0370000,4/14/2019,20:59,SAN MARCOS,SAN DIEGO,CA,92078,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,1
URSUS-37-0000-2019-c6f,CA0370000,9/21/2019,10:38,VISTA,SAN DIEGO,CA,92081,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-37-0000-2019-cbd,CA0370000,4/14/2019,22:15,SANTEE,SAN DIEGO,CA,92071,FALSE,FALSE,TRUE,TRUE,consensual,,1,4,1
URSUS-37-0000-2019-ce2,CA0370000,9/12/2019,23:20,PAUMA VALLEY,SAN DIEGO,CA,92061,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,1
URSUS-37-0000-2019-e95,CA0370000,5/18/2019,17:51,VISTA,SAN DIEGO,CA,92083,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,1
URSUS-37-0000-2019-ebc,CA0370000,4/19/2019,19:58,LAKESIDE,SAN DIEGO,CA,92040,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,1
URSUS-37-0000-2019-f18,CA0370000,2/17/2019,01:46,JAMUL,SAN DIEGO,CA,91935,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,1
URSUS-37-0000-2019-f57,CA0370000,8/26/2019,20:58,SAN DIEGO,SAN DIEGO,CA,92179,FALSE,FALSE,TRUE,TRUE,in_custody_event,booked_awaiting_trial,1,3,1
URSUS-37-0000-2019-fac,CA0370000,10/11/2019,00:01,VISTA,SAN DIEGO,CA,92083,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,4,1
URSUS-37-0600-2019-490,CA0370600,2/7/2019,01:40,ESCONDIDO,SAN DIEGO,CA,92026,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-37-0800-2019-b0c,CA0370800,5/2/2019,08:40,LA MESA,SAN DIEGO,CA,91942,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-37-0900-2019-b8b,CA0370900,9/29/2019,01:52,NATIONAL CITY,SAN DIEGO,CA,91950,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,1
URSUS-37-1000-2019-073,CA0371000,10/13/2019,21:05,OCEANSIDE,SAN DIEGO,CA,92057,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-37-1000-2019-2db,CA0371000,1/12/2019,15:54,OCEANSIDE,SAN DIEGO,CA,92056,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,1
URSUS-37-1100-2019-100,CA0371100,2/14/2019,16:17,SAN DIEGO,SAN DIEGO,CA,92139,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,5,1
URSUS-37-1100-2019-170,CA0371100,11/16/2019,21:26,SAN DIEGO,SAN DIEGO,CA,92104,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,1
URSUS-37-1100-2019-5c3,CA0371100,5/29/2019,09:11,SAN DIEGO,SAN DIEGO,CA,92105,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,1,1
URSUS-37-1100-2019-8fe,CA0371100,1/3/2019,21:50,SAN DIEGO,SAN DIEGO,CA,92110,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-37-1100-2019-a15,CA0371100,8/24/2019,19:47,SAN DIEGO,SAN DIEGO,CA,92115,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,1,1
URSUS-37-1100-2019-b0e,CA0371100,9/16/2019,15:22,SAN DIEGO,SAN DIEGO,CA,92113,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,2,1
URSUS-37-1100-2019-b4b,CA0371100,11/9/2019,21:26,SAN DIEGO,SAN DIEGO,CA,92154,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,1,1
URSUS-37-1100-2019-c80,CA0371100,4/3/2019,13:33,SAN DIEGO,SAN DIEGO,CA,92173,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,1,1
URSUS-38-0000-2019-0c7,CA0380000,9/5/2019,11:40,SAN FRANCISCO,SAN FRANCISCO,CA,94109,FALSE,FALSE,TRUE,TRUE,pre_planned,,1,4,1
URSUS-38-0100-2019-6d1,CA0380100,1/5/2019,05:18,SAN FRANCISCO,SAN FRANCISCO,CA,94109,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,1
URSUS-38-0100-2019-7a9,CA0380100,9/3/2019,15:25,SAN FRANCISCO,SAN FRANCISCO,CA,94103,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,4,1
URSUS-38-0100-2019-a13,CA0380100,10/6/2019,21:07,SAN FRANCISCO,SAN FRANCISCO,CA,94102,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-38-0100-2019-abe,CA0380100,12/7/2019,08:36,SAN FRANCISCO,SAN FRANCISCO,CA,94110,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,1
URSUS-38-0100-2019-b0c,CA0380100,6/29/2019,09:54,SAN FRANCISCO,SAN FRANCISCO,CA,94102,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-38-0100-2019-fdc,CA0380100,12/6/2019,21:27,SAN FRANCISCO,SAN FRANCISCO,CA,94103,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-39-0000-2019-cc0,CA0390000,8/27/2019,07:27,STOCKTON,SAN JOAQUIN,CA,95205,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,3,1
URSUS-39-0100-2019-491,CA0390100,6/5/2019,20:30,ESCALON,SAN JOAQUIN,CA,95320,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,2,1
URSUS-39-0100-2019-558,CA0390100,4/28/2019,01:47,ESCALON,SAN JOAQUIN,CA,95320,FALSE,FALSE,TRUE,TRUE,consensual,sentenced,1,2,1
URSUS-39-0200-2019-354,CA0390200,11/5/2019,05:01,LODI,SAN JOAQUIN,CA,95240,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-39-0500-2019-1e6,CA0390500,5/4/2019,11:40,STOCKTON,SAN JOAQUIN,CA,95210,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,1,1
URSUS-39-0500-2019-684,CA0390500,1/17/2019,17:20,STOCKTON,SAN JOAQUIN,CA,95206,FALSE,FALSE,TRUE,TRUE,pre_planned,,1,1,1
URSUS-39-0500-2019-c25,CA0390500,2/20/2019,15:26,STOCKTON,SAN JOAQUIN,CA,95207,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,1,1
URSUS-40-0000-2019-832,CA0400000,10/18/2019,23:10,OCEANO,SAN LUIS OBISPO,CA,93445,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-41-0000-2019-78e,CA0410000,6/18/2019,23:59,REDWOOD CITY,SAN MATEO,CA,94062,FALSE,FALSE,TRUE,TRUE,in_progress,,1,3,1
URSUS-41-0000-2019-8bc,CA0410000,10/7/2019,15:47,REDWOOD CITY,SAN MATEO,CA,94063,FALSE,FALSE,TRUE,TRUE,consensual,,1,1,1
URSUS-41-1300-2019-dca,CA0411300,9/7/2019,01:00,REDWOOD CITY,SAN MATEO,CA,94061,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,4,1
URSUS-41-1600-2019-7a6,CA0411600,11/24/2019,08:29,SAN MATEO,SAN MATEO,CA,94404,FALSE,FALSE,TRUE,TRUE,call_for_service,booked_awaiting_trial,1,1,1
URSUS-41-1600-2019-840,CA0411600,9/28/2019,17:30,SAN MATEO,SAN MATEO,CA,94403,FALSE,FALSE,TRUE,TRUE,in_progress,,2,1,1
URSUS-41-1700-2019-1b2,CA0411700,4/21/2019,01:06,SOUTH SAN FRANCISCO,SAN MATEO,CA,94080,FALSE,FALSE,TRUE,TRUE,in_progress,,3,4,1
URSUS-42-0000-2019-492,CA0420000,10/15/2019,17:24,SANTA BARBARA,SANTA BARBARA,CA,93110,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,4,1
URSUS-42-0300-2019-5a2,CA0420300,5/7/2019,12:20,GOLETA,SANTA BARBARA,CA,93111,FALSE,FALSE,TRUE,TRUE,pre_planned,,1,6,1
URSUS-42-0300-2019-a0a,CA0420300,8/18/2019,11:38,SANTA BARBARA,SANTA BARBARA,CA,93101,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-42-0300-2019-b47,CA0420300,11/9/2019,01:27,SANTA BARBARA,SANTA BARBARA,CA,93101,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,1
URSUS-42-0400-2019-b72,CA0420400,8/5/2019,00:43,SANTA MARIA,SANTA BARBARA,CA,93458,FALSE,FALSE,TRUE,TRUE,in_progress,other,1,1,1
URSUS-43-0000-2019-5b7,CA0430000,1/15/2019,16:13,SAN JOSE,SANTA CLARA,CA,95110,FALSE,FALSE,TRUE,TRUE,in_custody_event,booked_awaiting_trial,1,5,1
URSUS-43-0000-2019-639,CA0430000,3/6/2019,10:47,SAN JOSE,SANTA CLARA,CA,95110,FALSE,FALSE,TRUE,TRUE,in_custody_event,booked_awaiting_trial,1,6,1
URSUS-43-0000-2019-948,CA0430000,2/9/2019,18:44,MILPITAS,SANTA CLARA,CA,95035,FALSE,FALSE,TRUE,TRUE,in_custody_event,booked_awaiting_trial,1,5,1
URSUS-43-0400-2019-847,CA0430400,7/28/2019,17:41,GILROY,SANTA CLARA,CA,95020,FALSE,FALSE,FALSE,TRUE,in_progress,,1,3,1
URSUS-43-0400-2019-bfa,CA0430400,1/20/2019,18:20,GILROY,SANTA CLARA,CA,95020,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-43-0700-2019-687,CA0430700,4/19/2019,17:10,LOS GATOS,SANTA CLARA,CA,95032,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-43-0800-2019-0be,CA0430800,11/28/2019,23:30,MILPITAS,SANTA CLARA,CA,95035,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,1
URSUS-43-1200-2019-f4c,CA0431200,7/10/2019,02:00,PALO ALTO,SANTA CLARA,CA,94306,FALSE,FALSE,TRUE,TRUE,in_progress,,1,1,1
URSUS-43-1300-2019-15d,CA0431300,10/31/2019,14:34,SAN JOSE,SANTA CLARA,CA,95116,FALSE,FALSE,FALSE,TRUE,in_progress,,1,1,1
URSUS-43-1300-2019-28c,CA0431300,4/8/2019,00:44,SAN JOSE,SANTA CLARA,CA,95112,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,1,1
URSUS-43-1300-2019-29e,CA0431300,8/6/2019,17:15,SAN JOSE,SANTA CLARA,CA,95118,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-43-1300-2019-2a7,CA0431300,9/16/2019,18:21,SAN JOSE,SANTA CLARA,CA,95110,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,2,1
URSUS-43-1300-2019-487,CA0431300,5/4/2019,12:52,SAN JOSE,SANTA CLARA,CA,95127,FALSE,FALSE,FALSE,TRUE,in_progress,,1,3,1
URSUS-43-1300-2019-5cc,CA0431300,7/17/2019,23:29,SAN JOSE,SANTA CLARA,CA,95112,FALSE,FALSE,TRUE,TRUE,in_progress,,1,1,1
URSUS-43-1300-2019-6ab,CA0431300,11/9/2019,15:10,SARATOGA,SANTA CLARA,CA,95070,FALSE,FALSE,FALSE,TRUE,pre_planned,,1,1,1
URSUS-43-1300-2019-b4f,CA0431300,11/14/2019,22:08,SAN JOSE,SANTA CLARA,CA,95119,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,1
URSUS-43-1300-2019-c1c,CA0431300,12/9/2019,18:08,SAN JOSE,SANTA CLARA,CA,95110,FALSE,FALSE,TRUE,TRUE,in_progress,,1,1,1
URSUS-43-1300-2019-cb9,CA0431300,10/30/2019,23:32,SAN JOSE,SANTA CLARA,CA,95131,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,1,1
URSUS-43-1300-2019-f00,CA0431300,5/8/2019,22:53,SAN JOSE,SANTA CLARA,CA,95110,FALSE,FALSE,TRUE,TRUE,in_custody_event,in_transit,1,1,1
